PRODUCTID,RECALLEVENTID,PRODUCTTYPESHORT,FIRMCITYNAM,FIRMCOUNTRYNAM,PHASETXT,RECALLINITIATIONDT,FIRMLEGALNAM,DISTRIBUTIONAREASUMMARYTXT,CENTERCD,FIRMSTATEPRVNCNAM,CENTERCLASSIFICATIONDT,TERMINATIONDT,CENTERCLASSIFICATIONTYPETXT,ENFORCEMENTREPORTDT,EVENTLMD,PRODUCTDESCRIPTIONTXT,PRODUCTSHORTREASONTXT,RECALLNUM,PRODUCTDISTRIBUTEDQUANTITY,RID
186504,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Butorphanol Tartrate Nasal Solution USP 10 mg/mL 2. 5 mL bottles Rx Only NDC 60505-0813-1 Mfg by: Apotex Inc. Toronto, Ontario Canada M9L 1T9",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0427-2021,38 bottles,4700
186508,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"edarbyclor Azilsartan Medoxomil and Chlorthalidone Tablets 40 mg*/25 mg *Each tablet contains: 42.68 mg azilsartan kamedoxomil (equivalent to 40 mg azilsartan medoxomil) and 25 mg chlorthalidone. 30 Tablets Rx Only NDC 60631-425-30 Manufactured for Arbor Pharmaceuticals Atlanta, GA 30328",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0431-2021,273 bottles,4699
186509,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,GEMCITABINE INJECTION 200MG/5.26ML; NDC/UPC 72485-221-02; RX; SINGLEDOSE VIAL,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0432-2021,3 CARTON,4698
186513,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"xigduo XR (dapagliflozin/metformin HCl extended-release) tablets 5 mg/1000 mg 60 Tablets Rx only NDC 0310-6260-60 Manufactured for: AstraZeneca Pharmaceuticals LP Wilmington, DE 19850",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0436-2021,378 bottles,4697
186523,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,TOBRAMY/DEX 0.3-0.1% 10ML OPTH; NDC/UPC 24208029510; RX; DROPS,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0446-2021,47 droptainers,4696
186529,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,NURTEC ODT (RIMEGEPANT) 75MG 8 BPK; NDC/UPC 72618-3000-2; RX; TABLETS FOR RAPID DISSOLUTION (NOT SUBLINGUAL),CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0451-2021,1240 CARTON,4695
186540,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Sodium Sulfacetamide 9.8% & Sulfur 4.8% Cleanser (sodium sulfacetamide 9.8% and sulfur 4.8%) Net Wt. 10 oz. (285 g) Rx Only NDC 50096-502-10 Manufactured for: Rosemar Labs, LLC 2100 West Loop South Suite 900 Houston, TX 77027",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0462-2021,16 tubes,4692
186535,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Jentadueto XR (linagliptin and metformin hydrochloride extended-release) Tablets 5 mg/1000 mg 30 tablets Rx only NDC 0597-0275-33 Dist. by: Boehringer Ingleheim (BI) Pharmaceuticals, Inc. Ridgefield, CT 06877 USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0457-2021,52 bottles,4693
186534,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Synjardy (empagliflozin and metformin hydrochloride) Tablets 12.5 mg/1000 mg 60 tablets Rx only NDC 0597-0168-69 Distributed by: Boehringer Ingleheim (BI) Pharmaceuticals, Inc. Ridgefield, CT 06877 USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0456-2021,284 bottles,4694
186671,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Levalbuterol tartrate HFA Inhalation Aerosol 45 mcg/actuation 200 Metered Inhalations Net Contents: 15 g Rx Only NDC 0591-2927-54 Distributed by: Actavis Pharma, Inc. Parsippany, NJ 07054 USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0580-2021,828 inhalers,4716
186595,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"TRAZODONE HYDROCHLORIDE TABLETS, USP 50MG 100 TABLET 10X10UD; NDC/UPC 0904-6868-61; RX; TABLETS",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0510-2021,91 CARTON,4717
186581,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,PHENTERMINE HCL 30MG 100 C4; NDC/UPC 10702002801; RX; CAPSULES,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0501-2021,16 bottles,4718
186551,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Banzel (rufinamide) tablets 200 mg 120 tablets Rx only NDC 62856-582-52 Manufactured by Eisai Co., Ltd. Marketed by Eisai Inc. Woodcliff Lake, NJ 07677",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0472-2021,30 bottles,4719
186548,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,PREGABALIN CAPSULES 300MG 90 ; NDC 43598-298-90; RX; CAPSULES,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0469-2021,6 CONTAINERS,4720
186527,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Belbuca (buprenorphine hydrochloride) buccal film 600 mcg 60 pouches containing 1 buccal film each Rx only NDC 59385-025-60 Manufactured for: BioDelivery Sciences International, Inc. Raleigh, NC 27612 USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0449-2021,47 cartons,4721
186521,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,BENZEFOAM EMOLLIENT FOAM BENZOYL PEROXIDE 5.3% 100GM TOP EMOL NDC 187-0194--10; OTC; FOAMS,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0444-2021,2 carton,4722
186516,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,AMOXICILLIN 500MG 100; NDC/UPC 65862001401; RX; TABLETS,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0439-2021,373 bottles,4723
186511,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Bevespi Aerosphere (glycopyrrolate and formoterol fumarate) Inhalation Aerosol 9 mcg/4.8 mcg per inhalation For Oral Inhalation only 120 inhalations Rx Only NDC 0310-4600-12 Mfd for: AstraZeneca Pharmaceuticals, LP, Wilmington, DE 19850",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0434-2021,355 inhalers,4724
186510,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Brilinta ticagrelar tablets 60 mg 60 tablets Rx only NDC 0186-0776-60 Mfd. for: AstraZeneca LP, Wilmington, DE 19850",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0433-2021,1278 bottles,4725
186496,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Rectiv (nitroglycerin) Ointment 0.4% For Intra-anal Use Only 30 g Rx Only NDC 58914-301-80 Mfd. by: Pharbil Waltrop GmbH, Im Wirrigen 25, 45731 Waltrop, Germany Distributed by: Aptalis Pharma US, Inc. Birmingham, AL 35242",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0419-2021,31 tubes,4726
186477,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Orilissa elagolix tablets 150 mg per tablet equivalent to 155.2 mg elagolix sodium, 28 Tablets For 28 Days Rx only NDC 0074-0038-28  Each carton contains 28 tablets in 4 weekly blister pack, Each weekly blister pack contains 7 tablets of elagolix 150 mg AbbVie Inc. North Chicago, IL 60064",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0403-2021,210 cartons,4727
186648,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Budesonide and Formoterol Fumarate Dihydrate Inhalation Aerosol 80/4.5 budesonide 80 mcg/formoterol fumarate dihydrate 4.5 mcg Inhalation Aerosol 120 inhalations Rx only Manufactured for: AstraZeneca Pharmaceuticals LP, Wilmington, DE 19850, NDC 0310-7372-20",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0561-2021,905 inhalers,4728
186635,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"HYDROCORTISONE ACET 30MG 12; RX; SUPPOSITORY,Rx Only, Distributed by: Perrigo, Allegan, MI 49010, NDC: 0574-7093-12",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0550-2021,95 suppositories,4729
186623,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Lamotrigine Extended-Release Tablets 250 mg 30 Tablets Rx Only NDC 49884-604-11 Manufactured by: Zhejiang Huahai Pharmaceutical Co., Ltd. Zhejiang 317024 China For Par Pharmaceutical Companes, Inc. Spring Valley, NY 10977 U.S.A.",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0538-2021,131 bottles,4730
186617,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Vitamin D3 Cholecalciferol 50,000 IU Dietary Supplement 12 Capsules NDC 75834-020-12 Marketed by: Nivagen Pharmaceuticals, Inc. Sacramento, CA 95827 USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0532-2021,205 bottles,4731
186611,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Levothyroxine Sodium Tablets, USP 125 mcg (0.125 mg) 90 Tablets Rx only NDC 0378-1813-77 Mylan Pharmaceuticals Inc. Morgantown, WV 26505 U.S.A.",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0526-2021,112 bottles,4732
186609,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Steglatro (ertugliflozin) tablets 15 mg 30 Tablets Rx only NDC 0006-5364-03 Manuf. for: Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc., Whitehouse Station, NJ 08889, USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0524-2021,215 bottles,4733
186608,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Belsomra (suvorexant) tablets 20 mg Each tablet contains 20 mg suvorexant.  This package contains 30 Tablets in 3 Blister Cards.  Each Blister Card contains 10 Tablets. Rx only NDC 0006-0335-30 Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc. Whitehouse Station, NJ 08880, USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0523-2021,299 cartons,4734
186602,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,DIBUCAINE TOPICAL ANESTHETIC 1%  HEMORRHOIDAL OINTMENT 28GM ; NDC/UPC 0536-1211-95; OTC; OINTMENT,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0517-2021,701 CARTON,4735
186599,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,VITAMIN D3 50MCG 100 SOFTGELS; NDC/UPC 880681009000; OTC; GELCAP,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0514-2021,380 BOTTLE,4736
186587,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"NOHIST-DM Antihistamine/Antitussive Nasal Decongestant 16 fl. oz. (473 mL) NDC 68047-186-16 Distributed by: Larken Laboratories, Inc. Canton, MS 39046",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0507-2021,24 bottles,4737
186582,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,PHENTERMINE HCL 37.5MG 100 C4; NDC/UPC 10702002901; RX; CAPSULES,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0502-2021,237 bottles,4738
186574,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,TIROSINT(levothyroxine sodium) capsules  175MCG  3 blisters X10 capsules; NDC/UPC 71858-0055-4; RX; CAPSULES,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0495-2021,25 boxes,4739
186571,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,LITHIUM CARB 150MG 100; NDC/UPC 54252625; RX; CAPSULES,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0492-2021,298 bottles,4740
186564,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Theophylline (Anhydrous) Extended-Release Tablets 400 mg 100 Tablets Rx Only NDC 68462-380-01 Manufactured by: Glenmark Pharmaceuticals Limited Colvale-Bardez, Goa 403513, India Manufactured for: Glenmark Pharmaceuticals Inc., USA Mahwah, NJ 07430",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0485-2021,141 bottles,4741
186540,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Sodium Sulfacetamide 9.8% & Sulfur 4.8% Cleanser (sodium sulfacetamide 9.8% and sulfur 4.8%) Net Wt. 10 oz. (285 g) Rx Only NDC 50096-502-10 Manufactured for: Rosemar Labs, LLC 2100 West Loop South Suite 900 Houston, TX 77027",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0462-2021,16 tubes,4742
186535,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Jentadueto XR (linagliptin and metformin hydrochloride extended-release) Tablets 5 mg/1000 mg 30 tablets Rx only NDC 0597-0275-33 Dist. by: Boehringer Ingleheim (BI) Pharmaceuticals, Inc. Ridgefield, CT 06877 USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0457-2021,52 bottles,4743
186534,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Synjardy (empagliflozin and metformin hydrochloride) Tablets 12.5 mg/1000 mg 60 tablets Rx only NDC 0597-0168-69 Distributed by: Boehringer Ingleheim (BI) Pharmaceuticals, Inc. Ridgefield, CT 06877 USA",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0456-2021,284 bottles,4744
186529,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,NURTEC ODT (RIMEGEPANT) 75MG 8 BPK; NDC/UPC 72618-3000-2; RX; TABLETS FOR RAPID DISSOLUTION (NOT SUBLINGUAL),CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0451-2021,1240 CARTON,4745
186523,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,TOBRAMY/DEX 0.3-0.1% 10ML OPTH; NDC/UPC 24208029510; RX; DROPS,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0446-2021,47 droptainers,4746
186513,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"xigduo XR (dapagliflozin/metformin HCl extended-release) tablets 5 mg/1000 mg 60 Tablets Rx only NDC 0310-6260-60 Manufactured for: AstraZeneca Pharmaceuticals LP Wilmington, DE 19850",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0436-2021,378 bottles,4747
186509,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,GEMCITABINE INJECTION 200MG/5.26ML; NDC/UPC 72485-221-02; RX; SINGLEDOSE VIAL,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0432-2021,3 CARTON,4748
186508,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"edarbyclor Azilsartan Medoxomil and Chlorthalidone Tablets 40 mg*/25 mg *Each tablet contains: 42.68 mg azilsartan kamedoxomil (equivalent to 40 mg azilsartan medoxomil) and 25 mg chlorthalidone. 30 Tablets Rx Only NDC 60631-425-30 Manufactured for Arbor Pharmaceuticals Atlanta, GA 30328",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0431-2021,273 bottles,4749
186504,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Butorphanol Tartrate Nasal Solution USP 10 mg/mL 2. 5 mL bottles Rx Only NDC 60505-0813-1 Mfg by: Apotex Inc. Toronto, Ontario Canada M9L 1T9",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0427-2021,38 bottles,4750
186498,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Nitrofurantoin Macrocrystals Capsules 25 mg 100 Capsules Rx Only NDC 47781-306-01 Manufactured by: Norwich Pharmaceuticals, Inc. Norwich, NY 13815 Distributed by: Alvogen, Inc. Parsippany, NJ 07054 U.S.A.",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0421-2021,15 bottles,4701
186495,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Namzaric (memantine HCl extended release and donepezil HCl) capsules 14 mg/10 mg per capsule 30 capsules Rx Only NDC 0456-1214-30 Distributed by Forest Pharmaceuticals, Inc. Subsidiary of Forest Laboratories, LLC.",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0418-2021,659 bottles,4702
186490,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,UBRELVY 100MG 10UD CPLT; NDC/UPC 23650110; RX; TABLETS,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0415-2021,964 bottles,4703
186489,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Vaniqa (eflornithine hydrochloride) Cream, 13.9% For Topical Use Only Net wt. 1.59 oz (45 g) Rx only NDC 0023-4857-45 Manufactured for Allegan, Inc. Irvine, CA 92612",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0414-2021,72 tubes,4704
186488,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,BROMFENAC OPHTHALMIC SOLUTION 0.09% 1.7ML NDC/UPC 62332-508-17; RX; DROPS,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0413-2021,152 CARTON,4705
186478,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Norvir Ritonavir Tablets 100 mg 30 Tablets Rx only NDC 0074-3333-30 Abbott Laboratories North Chicago, IL 60064, U.S.A.",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0404-2021,362 bottles,4706
186476,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Creon (pancrelipase) Delayed-Release Capsules Dose By Lipase Units Lipase 36,000 USP Units Rx only NDC 0032-3016-13 100 Capsules Marketed by: AbbVie Inc. North Chicago, IL 60064, U.S.A.",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0402-2021,1669 bottles,4707
186684,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"HALOPERIDOL TABLETS 20mg, USP, 100-count bottle, Rx Only Distributed by: Usher-Smith Laboratories, LLC, Maple Grove, MN 55369, NDC: 0832-1560-11",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0593-2021,35 BOTTLE,4708
186665,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE TABLETS 2.5 mg/6.25 mg, 100-count bottles, Rx Only, Distributed by: Teva Pharmaceuticals USA, Inc., Parsippany, NJ 07054 NDC 0093-3241-01 RX; TABLETS",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0575-2021,235 bottles,4709
186660,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Trokendi XR (topiramate) extended-release capsules 100 mg 30 Capsules Rx only, Manufactured by: Catalent Pharma Solutions Winchester, KY 40391 USA Manufactured for: Supernus Pharmaceuticals, Inc. Rockville, MD 20850 USA, NDC 17772-103-30",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0570-2021,490 bottles,4710
186657,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Collagenase Santyl Ointment 250 units/g 30 grams Rx Only Marketed by Smith & Nephew, Inc., Fort Worth, TX 76107, NDC 50484-010-30",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0567-2021,1391 tubes,4711
186649,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"Medroxyprogesterone acetate injectable suspension, USP 150 mg per mL 1 mL Prefilled Syringe Rx only NDC 59762-4538-2 Distributed by: Greenstone, LLC. Peapack, NJ 07977",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0562-2021,286 syringes,4712
186625,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,"HySept Solution 0.25% Sodium Hypochlorite Solution 473 mL (16 fl. oz.) NDC 39328-063-25 Manufactured in USA Patrin Pharma, Skokie, IL 60076",CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0540-2021,236 bottles,4713
186610,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,ASMANEX TWST 220MCG 60INH PWD; NDC/UPC 85134102; RX; INHALER MEDICAL INTERNAL - MAY OR MAY NOT BE AEROSOL,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0525-2021,122 inhalers,4714
186686,87512,Drugs,Dublin,United States,Terminated,03/15/2021,Cardinal Health Inc.,"FL, GA, SC",CDER,Ohio,05/24/2021,06/17/2024,2,06/02/2021,06/17/2024,CYANOCOBAL Injection 1000MCG/ML 25X1ML; NDC/UPC 69680-112-25; RX; MULTI DOSE VIAL,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,D-0595-2021,6 boxes,4715
